id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
163292,OxA-11927,13805,55,,,-21.9,"","",charbon,Pinus,,abri/grotte,Kehf El Hammar,MA,35.435,-5.139,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Bouzouggar et al. 2008""}, {""reference"": ""BDA""}]"
163293,OxA-11929,14110,60,,,-21,"","",charbon,Juniperus,,abri/grotte,Kehf El Hammar,MA,35.435,-5.139,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Bouzouggar et al. 2008""}, {""reference"": ""BDA""}]"
163294,OxA-11928,14005,55,,,-23.4,"","",charbon,Pinus,,abri/grotte,Kehf El Hammar,MA,35.435,-5.139,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Bouzouggar et al. 2008""}, {""reference"": ""BDA""}]"
163295,OxA-11417,15940,80,,,-22.9,"","",charbon,Fabaceae,,abri/grotte,Kehf El Hammar,MA,35.435,-5.139,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Bouzouggar et al. 2008""}, {""reference"": ""BDA""}]"
163309,Gif-6828,9560,100,,,,"","",coquille,oeuf d’autruche,Level 2,,Châaba Bayda site 3,MA,34.0786,-1.9649,,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Wengler et Vernet 1992""}, {""reference"": ""BDA""}]"
163310,Gif-6498,8560,120,,,,"","",coquille,oeuf d’autruche,Surface,,Châaba Bayda site 3,MA,34.0786,-1.9649,,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Wengler et Vernet 1992""}, {""reference"": ""BDA""}]"
163312,Bln-4756,10570,177,,,,"","",charbon,,,plein air,Hassi Ouenzga (Plein air),MA,34.82,-3.06,plein air,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Epipaléolithique méditerranéen""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Epipaléolithique méditerranéen""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Epipaléolithique méditerranéen""}]","[{""reference"": ""Mikdad et al. 2000""}, {""reference"": ""BDA""}]"
163313,Gif-6495,8960,130,,,,"","",inconnu,,Level 1,plein air,La piste,MA,34.0668,-2.0276,plein air,"[{""periode"": ""Mésolithique 1""}, {""periode"": ""Kérémien""}]","[{""typochronological_unit"": ""Mésolithique 1""}, {""typochronological_unit"": ""Kérémien""}]","[{""ecochronological_unit"": ""Mésolithique 1""}, {""ecochronological_unit"": ""Kérémien""}]","[{""reference"": ""Wenger et Vernet 1992""}, {""reference"": ""BDA""}]"
163314,Gif-6826,9340,100,,,,"","",inconnu,,Level 3,plein air,La piste,MA,34.0668,-2.0276,plein air,"[{""periode"": ""Mésolithique 1""}, {""periode"": ""Kérémien""}]","[{""typochronological_unit"": ""Mésolithique 1""}, {""typochronological_unit"": ""Kérémien""}]","[{""ecochronological_unit"": ""Mésolithique 1""}, {""ecochronological_unit"": ""Kérémien""}]","[{""reference"": ""Wenger et Vernet 1992""}, {""reference"": ""BDA""}]"
163315,Gif-6827,9350,100,,,,"","",inconnu,,Level 4,plein air,La piste,MA,34.0668,-2.0276,plein air,"[{""periode"": ""Mésolithique 1""}, {""periode"": ""Kérémien""}]","[{""typochronological_unit"": ""Mésolithique 1""}, {""typochronological_unit"": ""Kérémien""}]","[{""ecochronological_unit"": ""Mésolithique 1""}, {""ecochronological_unit"": ""Kérémien""}]","[{""reference"": ""Wenger et Vernet 1992""}, {""reference"": ""BDA""}]"
163345,Gif-2587,21100,400,,,,"","",terre charbonneuse,,Grey series (Niveau A?),abri/grotte,Taforalt (Grotte des pigeons),MA,34.814159,-2.404019,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Delibrias et Roche, 1976""}, {""reference"": ""BDA""}]"
163346,Gif-2577,12500,170,,,,"","",os (collagène),,,abri/grotte,El Mnasra 1 (grotte des Contrebandiers),MA,33.926,-6.912,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Delibrias et Roche, 1976""}, {""reference"": ""BDA""}]"
163347,Gif-2579,14460,200,,,,"","",os (collagène),,,abri/grotte,El Mnasra 1 (grotte des Contrebandiers),MA,33.926,-6.912,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Delibrias et Roche, 1976""}, {""reference"": ""BDA""}]"
163348,Gif-2580,12320,400,,,,"","",os (collagène),,,abri/grotte,El Mnasra 1 (grotte des Contrebandiers),MA,33.926,-6.912,abri/grotte,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Delibrias et Roche, 1976""}, {""reference"": ""BDA""}]"
163349,Gif-2582,24500,600,,,,"","",os (collagène),,,abri/grotte,El Mnasra 1 (grotte des Contrebandiers),MA,33.926,-6.912,abri/grotte,"[{""periode"": ""Paléolithique moyen""}, {""periode"": ""Atérien""}]","[{""typochronological_unit"": ""Paléolithique moyen""}, {""typochronological_unit"": ""Atérien""}]","[{""ecochronological_unit"": ""Paléolithique moyen""}, {""ecochronological_unit"": ""Atérien""}]","[{""reference"": ""Delibrias et Roche, 1976""}, {""reference"": ""BDA""}]"
163351,Erl-9990,12424,87,,,-23.2,"","",charbon,,,abri/grotte,Hassi Ouenzga (abri),MA,34.82,-3.06,abri/grotte,"[{""periode"": ""Paléolithique supérieur""}, {""periode"": ""Ibéromaurusien""}]","[{""typochronological_unit"": ""Paléolithique supérieur""}, {""typochronological_unit"": ""Ibéromaurusien""}]","[{""ecochronological_unit"": ""Paléolithique supérieur""}, {""ecochronological_unit"": ""Ibéromaurusien""}]","[{""reference"": ""Linstädter et al. 2012""}, {""reference"": ""BDA""}]"
163352,Erl-12417,11712,70,,,-20.6,"","",os (collagène),Homo sapiens,,rock shelter,Ifri Armas,MA,35.22,-3.6,rock shelter,"[{""periode"": ""Epipaléolithique""}, {""periode"": ""Epipaléolithique méditerranéen""}]","[{""typochronological_unit"": ""Epipaléolithique""}, {""typochronological_unit"": ""Epipaléolithique méditerranéen""}]","[{""ecochronological_unit"": ""Epipaléolithique""}, {""ecochronological_unit"": ""Epipaléolithique méditerranéen""}]","[{""reference"": ""Linstädter 2010""}, {""reference"": ""BDA""}]"
163657,Col-1647,5480,36,,,,"","",charbon,,,Cave,Ifri Zerrouk,MA,,,Cave,"[{""periode"": ""Néolithique ancien""}, {""periode"": ""Cardial marocain""}]","[{""typochronological_unit"": ""Néolithique ancien""}, {""typochronological_unit"": ""Cardial marocain""}]","[{""ecochronological_unit"": ""Néolithique ancien""}, {""ecochronological_unit"": ""Cardial marocain""}]","[{""reference"": ""Linstädter et al. 2018""}, {""reference"": ""BDA""}]"
163658,Col-1645,5974,36,,,,"","",charbon,,,Cave,Ifri Zerrouk,MA,,,Cave,"[{""periode"": ""Néolithique ancien""}, {""periode"": ""Cardial marocain""}]","[{""typochronological_unit"": ""Néolithique ancien""}, {""typochronological_unit"": ""Cardial marocain""}]","[{""ecochronological_unit"": ""Néolithique ancien""}, {""ecochronological_unit"": ""Cardial marocain""}]","[{""reference"": ""Linstädter et al. 2018""}, {""reference"": ""BDA""}]"
170535,84Gif,5520,100,,,,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""ManningTimpson2014""}, {""reference"": ""p3k14c""}]"
178358,ALG-40,7760,190,,,,"","",shell (marine),,,,Chemin de Kristel,MA,35.83,0,,[],[],[],"[{""reference"": ""CalPal""}, {""reference"": ""p3k14c""}]"
