id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
66746,OxA-13480,10950,45,,,-23.3,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Taylor 2011""}, {""reference"": ""CalPal2022""}]"
66747,OxA-13516,11065,45,,,-23.9,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Taylor 2011""}, {""reference"": ""CalPal2022""}]"
66748,OxA-13517,10990,45,,,-26.8,"","",plant,Dicotyledonous,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Taylor 2011""}, {""reference"": ""CalPal2022""}]"
66749,OxA-13518,17085,65,,,0,"","",charcoal,Quercus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Taylor 2011""}, {""reference"": ""CalPal2022""}]"
66750,OxA-13519,13905,55,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Taylor 2011""}, {""reference"": ""CalPal2022""}]"
66751,OxA-16240,18185,75,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66752,OxA-16242,16630,75,,,-24.8,"","",plant,dicotyl. unidentified,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66753,OxA-16260,18005,75,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66754,OxA-16267,14005,60,,,-21.1,"","",charcoal,Tetraclinus articulata,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66755,OxA-16268,14515,60,,,-22.5,"","",charcoal,Tetraclinus articulata,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66756,OxA-16269,15790,60,,,-21.1,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66757,OxA-16270,16285,65,,,-23.6,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66758,OxA-16272,14630,60,,,-23.3,"","",charcoal,Quercus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66759,OxA-16273,17515,75,,,-23.6,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66760,OxA-16274,20630,90,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66761,OxA-16275,20560,90,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66762,OxA-22784,12660,70,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66763,OxA-22785,12500,55,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66764,OxA-22786,12200,55,,,0,"","",charcoal,Cedrus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66765,OxA-22787,12545,55,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66766,OxA-22788,12850,55,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66767,OxA-22902,12370,50,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66768,OxA-22903,13045,50,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66769,OxA-22904,12490,50,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66770,OxA-22905,12665,50,,,0,"","",charcoal,Arbutus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66771,OxA-22906,14135,55,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66772,OxA-22907,14230,55,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66773,OxA-22908,14110,55,,,0,"","",charcoal,Arbutus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66774,OxA-22909,14140,55,,,0,"","",charcoal,Conifer,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66775,OxA-23404,10870,45,,,0,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66776,OxA-23405,11615,50,,,0,"","",bone,Gazella,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66777,OxA-23406,11445,55,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66778,OxA-23407,11465,50,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66779,OxA-23408,11545,55,,,0,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66780,OxA-23409,11890,55,,,0,"","",charcoal,Pinus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66781,OxA-23410,12405,55,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66782,OxA-23411,13060,65,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66783,OxA-24109,12605,55,,,0,"","",bone,Bos,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66784,OxA-24111,10680,45,,,0,"","",bone,Ammotragus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66785,OxA-24112,11165,45,,,0,"","",bone,Ammotragus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66786,OxA-24113,11540,50,,,0,"","",charcoal,Juniperus,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66787,Sa-13,10800,400,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66788,Sa-14,12070,400,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66789,Sa-15,10500,400,,,0,"","",,,,cave,Taforalt,MA,34.8106,-2.4083,cave,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66790,Bln-5037,4309,37,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,[],[],[],"[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66791,Bln-5038,5479,48,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66792,Bln-5039,6588,62,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66793,Bln-5040,7977,56,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66794,Bln-5041,8019,46,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66795,Bln-5042,8302,37,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66796,Bln-5043,8302,54,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66797,Bln-5044,8726,53,,,0,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66798,Hd-19543,7248,39,,,-22.7,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66799,Hd-19868,6139,30,,,-22.6,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66800,Hd-19880,7166,38,,,-22.5,"","",charcoal,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66801,KIA-30145/b,5650,200,,,-21.9,"","",bone,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66802,KIA-30145a,12890,170,,,-25.01,"","",bone,Bos taurus primigenius,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Palaeolithic""}, {""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Palaeolithic""}, {""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Palaeolithic""}, {""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66803,KIA-30145b,5650,200,,,-21.9,"","",bone,,,rock shelter,Taghit Haddouch,MA,34.7833,-3.3333,rock shelter,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66804,KIA-39290,3455,30,,,-25.87,"","",charcoal,Pistacia,,,Taouingat 5,MA,,,,"[{""periode"": ""Bronze Age""}]","[{""typochronological_unit"": ""Bronze Age""}]","[{""ecochronological_unit"": ""Bronze Age""}]","[{""reference"": ""Linstädter 2012b""}, {""reference"": ""CalPal2022""}]"
66805,KIA-38792,3525,25,,,-22.02,"","",charcoal,,,,Taoungat,MA,,,,[],[],[],"[{""reference"": ""Linstädter 2012b""}, {""reference"": ""CalPal2022""}]"
66806,KIA-38793,3411,25,,,-22.64,"","",charcoal,,,,Taoungat,MA,,,,[],[],[],"[{""reference"": ""Linstädter 2012b""}, {""reference"": ""CalPal2022""}]"
66807,KIA-39287,4745,65,,,-25.9,"","",charcoal,,,abri/grotte,Taoungat 1,MA,,,abri/grotte,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66808,KIA-39288,6970,40,,,-25.8,"","",charcoal,,,abri/grotte,Taoungat 1,MA,,,abri/grotte,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66809,KIA-39291,5390,35,,,-22.4,"","",charcoal,Pistacia lentiscus,,plein air,Taoungat 7,MA,,,plein air,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Linstädter 2016""}, {""reference"": ""CalPal2022""}]"
66810,121Gif-,12490,130,,,0,"","",,,,,Tarfaya,MA,27.94,-12.93,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66811,Gif-2652,2790,105,,,0,"","",,,,open air,Tarfaya km 34,MA,27.86,-12.49,open air,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66812,Gif-2821,3300,100,,,0,"","",charcoal,,,open air,Tarfaya km 34,MA,27.86,-12.49,open air,"[{""periode"": ""Protohistoric""}]","[{""typochronological_unit"": ""Protohistoric""}]","[{""ecochronological_unit"": ""Protohistoric""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
